[2025-12-27 23:30:23.133] [INFO] [RobustDebugger] Log file initialized
[2025-12-27 23:30:23.182] [INFO] [RobustDebugger] Debugger initialized successfully
[2025-12-27 23:30:23.184] [INFO] [RobustDebugger] Log file: C:\Users\anoni\OneDrive\Escritorio\7\7Days2Die-ESP-Aimbot--Internal-\logs\esp_debug.log
[2025-12-27 23:30:23.185] [INFO] [RobustDebugger] Error log: C:\Users\anoni\OneDrive\Escritorio\7\7Days2Die-ESP-Aimbot--Internal-\logs\esp_errors.log
[2025-12-27 23:30:23.186] [INFO] [RobustDebugger] Performance log: C:\Users\anoni\OneDrive\Escritorio\7\7Days2Die-ESP-Aimbot--Internal-\logs\esp_performance.log
[2025-12-27 23:30:23.187] [INFO] [ESPManager] Starting basic ESP with debugger...
[2025-12-27 23:30:23.213] [INFO] [GameState] Game State: GameManager exists, GameStarted=True
[2025-12-27 23:30:23.644] [INFO] [Diagnostics] Diagnostic report created: C:\Users\anoni\OneDrive\Escritorio\7\7Days2Die-ESP-Aimbot--Internal-\logs\diagnostic_20251227_233023.txt
[2025-12-27 23:30:25.505] [DEBUG] [CameraLogger] Camera Found: Camera active=True, pos=(15.2, 3.8, -0.4), fov=58.0
[2025-12-27 23:30:25.507] [INFO] [ESPManager] Camera found and initialized
[2025-12-27 23:30:26.014] [DEBUG] [EntityCache] Cached 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:28.755] [ESP] [ESPRenderer] ESP: Enemy at (17.2, 2.2, -24.3) (24.0m) Screen=(600,472)
[2025-12-27 23:30:28.757] [ESP] [ESPRenderer] ESP: Enemy at (16.3, 2.0, -24.2) (23.9m) Screen=(633,479)
[2025-12-27 23:30:28.758] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.8) (19.5m) Screen=(699,492)
[2025-12-27 23:30:28.759] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.6) (17.3m) Screen=(703,502)
[2025-12-27 23:30:28.783] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:28.784] [ESP] [ESPRenderer] ESP: Enemy at (17.2, 2.2, -24.3) (24.0m) Screen=(600,472)
[2025-12-27 23:30:28.785] [ESP] [ESPRenderer] ESP: Enemy at (16.3, 2.0, -24.2) (23.9m) Screen=(633,479)
[2025-12-27 23:30:28.786] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.8) (19.5m) Screen=(699,492)
[2025-12-27 23:30:28.787] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.6) (17.3m) Screen=(703,502)
[2025-12-27 23:30:28.790] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:28.792] [ESP] [ESPRenderer] ESP: Enemy at (17.2, 2.2, -24.3) (24.0m) Screen=(600,472)
[2025-12-27 23:30:28.793] [ESP] [ESPRenderer] ESP: Enemy at (16.3, 2.0, -24.2) (23.9m) Screen=(633,479)
[2025-12-27 23:30:28.795] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.8) (19.5m) Screen=(699,492)
[2025-12-27 23:30:28.796] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.6) (17.3m) Screen=(703,502)
[2025-12-27 23:30:28.816] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:28.818] [ESP] [ESPRenderer] ESP: Enemy at (17.2, 2.2, -24.3) (24.0m) Screen=(600,472)
[2025-12-27 23:30:28.819] [ESP] [ESPRenderer] ESP: Enemy at (16.3, 2.0, -24.2) (23.9m) Screen=(633,479)
[2025-12-27 23:30:28.820] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.8) (19.5m) Screen=(699,492)
[2025-12-27 23:30:28.821] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.6) (17.3m) Screen=(703,502)
[2025-12-27 23:30:28.824] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:28.825] [ESP] [ESPRenderer] ESP: Enemy at (17.2, 2.2, -24.3) (24.0m) Screen=(600,472)
[2025-12-27 23:30:28.826] [ESP] [ESPRenderer] ESP: Enemy at (16.3, 2.0, -24.2) (23.9m) Screen=(633,479)
[2025-12-27 23:30:28.827] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.8) (19.5m) Screen=(699,492)
[2025-12-27 23:30:28.828] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.6) (17.3m) Screen=(703,502)
[2025-12-27 23:30:28.847] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:28.848] [ESP] [ESPRenderer] ESP: Enemy at (17.2, 2.2, -24.3) (24.0m) Screen=(600,472)
[2025-12-27 23:30:28.849] [ESP] [ESPRenderer] ESP: Enemy at (16.3, 2.0, -24.2) (23.9m) Screen=(633,479)
[2025-12-27 23:30:28.850] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.8) (19.5m) Screen=(699,492)
[2025-12-27 23:30:28.851] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.6) (17.3m) Screen=(703,502)
[2025-12-27 23:30:28.854] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:28.855] [ESP] [ESPRenderer] ESP: Enemy at (17.2, 2.2, -24.3) (24.0m) Screen=(600,472)
[2025-12-27 23:30:28.856] [ESP] [ESPRenderer] ESP: Enemy at (16.3, 2.0, -24.2) (23.9m) Screen=(633,479)
[2025-12-27 23:30:28.857] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.8) (19.5m) Screen=(699,492)
[2025-12-27 23:30:28.858] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.6) (17.3m) Screen=(703,502)
[2025-12-27 23:30:28.874] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:28.875] [ESP] [ESPRenderer] ESP: Enemy at (17.2, 2.2, -24.3) (24.0m) Screen=(600,472)
[2025-12-27 23:30:28.877] [ESP] [ESPRenderer] ESP: Enemy at (16.3, 2.0, -24.2) (23.9m) Screen=(633,479)
[2025-12-27 23:30:28.879] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.8) (19.5m) Screen=(699,492)
[2025-12-27 23:30:28.881] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.6) (17.3m) Screen=(703,502)
[2025-12-27 23:30:28.883] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:28.884] [ESP] [ESPRenderer] ESP: Enemy at (17.2, 2.2, -24.3) (24.0m) Screen=(600,472)
[2025-12-27 23:30:28.885] [ESP] [ESPRenderer] ESP: Enemy at (16.3, 2.0, -24.2) (23.9m) Screen=(633,479)
[2025-12-27 23:30:28.886] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.8) (19.5m) Screen=(699,492)
[2025-12-27 23:30:28.888] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.6) (17.3m) Screen=(703,502)
[2025-12-27 23:30:28.903] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:28.904] [ESP] [ESPRenderer] ESP: Enemy at (17.2, 2.2, -24.3) (24.0m) Screen=(600,472)
[2025-12-27 23:30:28.905] [ESP] [ESPRenderer] ESP: Enemy at (16.3, 2.0, -24.2) (23.9m) Screen=(633,479)
[2025-12-27 23:30:28.906] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.8) (19.5m) Screen=(699,492)
[2025-12-27 23:30:28.907] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.6) (17.3m) Screen=(703,502)
[2025-12-27 23:30:28.911] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:28.912] [ESP] [ESPRenderer] ESP: Enemy at (17.2, 2.2, -24.3) (24.0m) Screen=(600,472)
[2025-12-27 23:30:28.913] [ESP] [ESPRenderer] ESP: Enemy at (16.3, 2.0, -24.2) (23.9m) Screen=(633,479)
[2025-12-27 23:30:28.914] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.8) (19.5m) Screen=(699,492)
[2025-12-27 23:30:28.915] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.6) (17.3m) Screen=(703,502)
[2025-12-27 23:30:28.931] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:28.932] [ESP] [ESPRenderer] ESP: Enemy at (17.2, 2.2, -24.3) (24.0m) Screen=(600,472)
[2025-12-27 23:30:28.933] [ESP] [ESPRenderer] ESP: Enemy at (16.3, 2.0, -24.2) (23.9m) Screen=(633,479)
[2025-12-27 23:30:28.934] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.8) (19.5m) Screen=(699,492)
[2025-12-27 23:30:28.935] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.6) (17.3m) Screen=(703,502)
[2025-12-27 23:30:28.939] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:28.940] [ESP] [ESPRenderer] ESP: Enemy at (17.2, 2.2, -24.3) (24.0m) Screen=(600,472)
[2025-12-27 23:30:28.942] [ESP] [ESPRenderer] ESP: Enemy at (16.3, 2.0, -24.2) (23.9m) Screen=(633,479)
[2025-12-27 23:30:28.944] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.8) (19.5m) Screen=(699,492)
[2025-12-27 23:30:28.945] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.6) (17.3m) Screen=(703,502)
[2025-12-27 23:30:28.960] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:28.961] [ESP] [ESPRenderer] ESP: Enemy at (17.2, 2.2, -24.3) (24.0m) Screen=(600,472)
[2025-12-27 23:30:28.962] [ESP] [ESPRenderer] ESP: Enemy at (16.3, 2.0, -24.2) (23.9m) Screen=(633,479)
[2025-12-27 23:30:28.963] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.8) (19.5m) Screen=(699,492)
[2025-12-27 23:30:28.965] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.6) (17.3m) Screen=(703,502)
[2025-12-27 23:30:28.968] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:28.969] [ESP] [ESPRenderer] ESP: Enemy at (17.2, 2.2, -24.3) (24.0m) Screen=(600,472)
[2025-12-27 23:30:28.970] [ESP] [ESPRenderer] ESP: Enemy at (16.3, 2.0, -24.2) (23.9m) Screen=(633,479)
[2025-12-27 23:30:28.971] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.8) (19.5m) Screen=(699,492)
[2025-12-27 23:30:28.972] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.6) (17.3m) Screen=(703,502)
[2025-12-27 23:30:28.991] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:28.992] [ESP] [ESPRenderer] ESP: Enemy at (17.2, 2.2, -24.3) (24.0m) Screen=(600,472)
[2025-12-27 23:30:28.993] [ESP] [ESPRenderer] ESP: Enemy at (16.3, 2.0, -24.2) (23.9m) Screen=(633,479)
[2025-12-27 23:30:28.994] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.8) (19.5m) Screen=(699,492)
[2025-12-27 23:30:28.995] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.6) (17.3m) Screen=(703,502)
[2025-12-27 23:30:28.998] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:28.999] [ESP] [ESPRenderer] ESP: Enemy at (17.2, 2.2, -24.3) (24.0m) Screen=(600,472)
[2025-12-27 23:30:29.000] [ESP] [ESPRenderer] ESP: Enemy at (16.3, 2.0, -24.2) (23.9m) Screen=(633,479)
[2025-12-27 23:30:29.001] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.8) (19.5m) Screen=(699,492)
[2025-12-27 23:30:29.002] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.6) (17.3m) Screen=(703,502)
[2025-12-27 23:30:29.022] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:29.024] [ESP] [ESPRenderer] ESP: Enemy at (17.2, 2.2, -24.3) (24.0m) Screen=(600,472)
[2025-12-27 23:30:29.025] [ESP] [ESPRenderer] ESP: Enemy at (16.3, 2.0, -24.2) (23.9m) Screen=(633,479)
[2025-12-27 23:30:29.026] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.8) (19.5m) Screen=(699,492)
[2025-12-27 23:30:29.027] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.6) (17.3m) Screen=(703,502)
[2025-12-27 23:30:29.030] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:29.031] [ESP] [ESPRenderer] ESP: Enemy at (17.2, 2.2, -24.3) (24.0m) Screen=(600,472)
[2025-12-27 23:30:29.032] [ESP] [ESPRenderer] ESP: Enemy at (16.3, 2.0, -24.2) (23.9m) Screen=(633,479)
[2025-12-27 23:30:29.033] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.8) (19.5m) Screen=(699,492)
[2025-12-27 23:30:29.034] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.6) (17.3m) Screen=(703,502)
[2025-12-27 23:30:29.050] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:29.052] [ESP] [ESPRenderer] ESP: Enemy at (17.2, 2.2, -24.3) (24.0m) Screen=(600,472)
[2025-12-27 23:30:29.054] [ESP] [ESPRenderer] ESP: Enemy at (16.3, 2.0, -24.2) (23.9m) Screen=(633,479)
[2025-12-27 23:30:29.055] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.8) (19.5m) Screen=(699,492)
[2025-12-27 23:30:29.056] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.6) (17.3m) Screen=(703,502)
[2025-12-27 23:30:29.059] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:29.060] [ESP] [ESPRenderer] ESP: Enemy at (17.2, 2.2, -24.3) (24.0m) Screen=(600,472)
[2025-12-27 23:30:29.061] [ESP] [ESPRenderer] ESP: Enemy at (16.3, 2.0, -24.2) (23.9m) Screen=(633,479)
[2025-12-27 23:30:29.062] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.8) (19.5m) Screen=(699,492)
[2025-12-27 23:30:29.064] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.6) (17.3m) Screen=(703,502)
[2025-12-27 23:30:29.079] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:29.080] [ESP] [ESPRenderer] ESP: Enemy at (17.2, 2.2, -24.3) (24.0m) Screen=(600,472)
[2025-12-27 23:30:29.081] [ESP] [ESPRenderer] ESP: Enemy at (16.3, 2.0, -24.2) (23.9m) Screen=(633,479)
[2025-12-27 23:30:29.082] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.8) (19.5m) Screen=(699,492)
[2025-12-27 23:30:29.084] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.6) (17.3m) Screen=(703,502)
[2025-12-27 23:30:29.087] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:29.089] [ESP] [ESPRenderer] ESP: Enemy at (17.2, 2.2, -24.3) (24.0m) Screen=(600,472)
[2025-12-27 23:30:29.090] [ESP] [ESPRenderer] ESP: Enemy at (16.3, 2.0, -24.2) (23.9m) Screen=(633,479)
[2025-12-27 23:30:29.091] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.8) (19.5m) Screen=(699,492)
[2025-12-27 23:30:29.092] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.6) (17.3m) Screen=(703,502)
[2025-12-27 23:30:29.107] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:29.108] [ESP] [ESPRenderer] ESP: Enemy at (17.2, 2.2, -24.3) (24.0m) Screen=(600,472)
[2025-12-27 23:30:29.110] [ESP] [ESPRenderer] ESP: Enemy at (16.3, 2.0, -24.2) (23.9m) Screen=(633,479)
[2025-12-27 23:30:29.111] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.8) (19.5m) Screen=(699,492)
[2025-12-27 23:30:29.112] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.6) (17.3m) Screen=(703,502)
[2025-12-27 23:30:29.115] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:29.116] [ESP] [ESPRenderer] ESP: Enemy at (17.2, 2.2, -24.3) (24.0m) Screen=(600,472)
[2025-12-27 23:30:29.117] [ESP] [ESPRenderer] ESP: Enemy at (16.3, 2.0, -24.2) (23.9m) Screen=(633,479)
[2025-12-27 23:30:29.119] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.8) (19.5m) Screen=(699,492)
[2025-12-27 23:30:29.120] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.6) (17.3m) Screen=(703,502)
[2025-12-27 23:30:29.143] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:29.144] [ESP] [ESPRenderer] ESP: Enemy at (17.2, 2.2, -24.3) (24.0m) Screen=(600,472)
[2025-12-27 23:30:29.145] [ESP] [ESPRenderer] ESP: Enemy at (16.3, 2.0, -24.2) (23.9m) Screen=(633,479)
[2025-12-27 23:30:29.147] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.8) (19.5m) Screen=(699,492)
[2025-12-27 23:30:29.148] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.6) (17.3m) Screen=(703,502)
[2025-12-27 23:30:29.150] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:29.151] [ESP] [ESPRenderer] ESP: Enemy at (17.2, 2.2, -24.3) (24.0m) Screen=(600,472)
[2025-12-27 23:30:29.152] [ESP] [ESPRenderer] ESP: Enemy at (16.3, 2.0, -24.2) (23.9m) Screen=(633,479)
[2025-12-27 23:30:29.153] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.8) (19.5m) Screen=(699,492)
[2025-12-27 23:30:29.154] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.6) (17.3m) Screen=(703,502)
[2025-12-27 23:30:29.175] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:29.176] [ESP] [ESPRenderer] ESP: Enemy at (17.2, 2.2, -24.3) (24.0m) Screen=(600,472)
[2025-12-27 23:30:29.177] [ESP] [ESPRenderer] ESP: Enemy at (16.3, 2.0, -24.2) (23.9m) Screen=(633,479)
[2025-12-27 23:30:29.178] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.8) (19.5m) Screen=(699,492)
[2025-12-27 23:30:29.179] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.6) (17.3m) Screen=(703,502)
[2025-12-27 23:30:29.182] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:29.184] [ESP] [ESPRenderer] ESP: Enemy at (17.2, 2.2, -24.3) (24.0m) Screen=(600,472)
[2025-12-27 23:30:29.185] [ESP] [ESPRenderer] ESP: Enemy at (16.3, 2.0, -24.2) (23.9m) Screen=(633,479)
[2025-12-27 23:30:29.186] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.8) (19.5m) Screen=(699,492)
[2025-12-27 23:30:29.187] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.6) (17.3m) Screen=(703,502)
[2025-12-27 23:30:29.207] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:29.208] [ESP] [ESPRenderer] ESP: Enemy at (17.2, 2.2, -24.3) (24.0m) Screen=(600,472)
[2025-12-27 23:30:29.210] [ESP] [ESPRenderer] ESP: Enemy at (16.3, 2.0, -24.2) (23.9m) Screen=(633,479)
[2025-12-27 23:30:29.211] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.8) (19.5m) Screen=(699,492)
[2025-12-27 23:30:29.212] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.6) (17.3m) Screen=(703,502)
[2025-12-27 23:30:29.215] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:29.216] [ESP] [ESPRenderer] ESP: Enemy at (17.2, 2.2, -24.3) (24.0m) Screen=(600,472)
[2025-12-27 23:30:29.217] [ESP] [ESPRenderer] ESP: Enemy at (16.3, 2.0, -24.2) (23.9m) Screen=(633,479)
[2025-12-27 23:30:29.218] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.8) (19.5m) Screen=(699,492)
[2025-12-27 23:30:29.219] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.6) (17.3m) Screen=(703,502)
[2025-12-27 23:30:29.243] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:29.244] [ESP] [ESPRenderer] ESP: Enemy at (17.2, 2.2, -24.3) (24.0m) Screen=(600,472)
[2025-12-27 23:30:29.246] [ESP] [ESPRenderer] ESP: Enemy at (16.3, 2.0, -24.2) (23.9m) Screen=(633,479)
[2025-12-27 23:30:29.247] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.8) (19.5m) Screen=(699,492)
[2025-12-27 23:30:29.249] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.6) (17.3m) Screen=(703,502)
[2025-12-27 23:30:29.252] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:29.253] [ESP] [ESPRenderer] ESP: Enemy at (17.2, 2.2, -24.3) (24.0m) Screen=(600,472)
[2025-12-27 23:30:29.254] [ESP] [ESPRenderer] ESP: Enemy at (16.3, 2.0, -24.2) (23.9m) Screen=(633,479)
[2025-12-27 23:30:29.256] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.8) (19.5m) Screen=(699,492)
[2025-12-27 23:30:29.257] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.6) (17.3m) Screen=(703,502)
[2025-12-27 23:30:29.281] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:29.282] [ESP] [ESPRenderer] ESP: Enemy at (17.2, 2.2, -24.3) (24.0m) Screen=(600,472)
[2025-12-27 23:30:29.283] [ESP] [ESPRenderer] ESP: Enemy at (16.3, 2.0, -24.2) (23.9m) Screen=(633,479)
[2025-12-27 23:30:29.285] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.8) (19.5m) Screen=(699,492)
[2025-12-27 23:30:29.286] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.6) (17.3m) Screen=(703,502)
[2025-12-27 23:30:29.289] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:29.290] [ESP] [ESPRenderer] ESP: Enemy at (17.2, 2.2, -24.3) (24.0m) Screen=(600,472)
[2025-12-27 23:30:29.292] [ESP] [ESPRenderer] ESP: Enemy at (16.3, 2.0, -24.2) (23.9m) Screen=(633,479)
[2025-12-27 23:30:29.293] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.8) (19.5m) Screen=(699,492)
[2025-12-27 23:30:29.294] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.6) (17.3m) Screen=(703,502)
[2025-12-27 23:30:29.313] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:29.314] [ESP] [ESPRenderer] ESP: Enemy at (17.2, 2.2, -24.3) (24.0m) Screen=(600,472)
[2025-12-27 23:30:29.316] [ESP] [ESPRenderer] ESP: Enemy at (16.3, 2.0, -24.2) (23.9m) Screen=(633,479)
[2025-12-27 23:30:29.317] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.8) (19.5m) Screen=(699,492)
[2025-12-27 23:30:29.318] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.6) (17.3m) Screen=(703,502)
[2025-12-27 23:30:29.321] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:29.322] [ESP] [ESPRenderer] ESP: Enemy at (17.2, 2.2, -24.3) (24.0m) Screen=(600,472)
[2025-12-27 23:30:29.323] [ESP] [ESPRenderer] ESP: Enemy at (16.3, 2.0, -24.2) (23.9m) Screen=(633,479)
[2025-12-27 23:30:29.324] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.8) (19.5m) Screen=(699,492)
[2025-12-27 23:30:29.325] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.6) (17.3m) Screen=(703,502)
[2025-12-27 23:30:29.342] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:29.345] [ESP] [ESPRenderer] ESP: Enemy at (17.2, 2.2, -24.3) (24.0m) Screen=(600,472)
[2025-12-27 23:30:29.347] [ESP] [ESPRenderer] ESP: Enemy at (16.3, 2.0, -24.2) (23.9m) Screen=(633,479)
[2025-12-27 23:30:29.348] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.8) (19.5m) Screen=(699,492)
[2025-12-27 23:30:29.349] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.6) (17.3m) Screen=(703,502)
[2025-12-27 23:30:29.352] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:29.354] [ESP] [ESPRenderer] ESP: Enemy at (17.2, 2.2, -24.3) (24.0m) Screen=(600,472)
[2025-12-27 23:30:29.355] [ESP] [ESPRenderer] ESP: Enemy at (16.3, 2.0, -24.2) (23.9m) Screen=(633,479)
[2025-12-27 23:30:29.356] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.8) (19.5m) Screen=(699,492)
[2025-12-27 23:30:29.357] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.6) (17.3m) Screen=(703,502)
[2025-12-27 23:30:29.374] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:29.375] [ESP] [ESPRenderer] ESP: Enemy at (17.2, 2.2, -24.3) (24.0m) Screen=(600,472)
[2025-12-27 23:30:29.377] [ESP] [ESPRenderer] ESP: Enemy at (16.3, 2.0, -24.2) (23.9m) Screen=(633,479)
